+2,175.0,51.0,165.1389,238.2077,273417.634
7000,0,0,0,0,273417.676
8001,998,0,0,0,0
+2,159.0,55.0,170.0,264.0,273432.213
+1,290.0,183.0,75.0,182.0,273432.838
+1,276.0,192.0,126.154594,229.12813,273433.718
+1,261.0,185.0,102.0,167.0,273434.514
0,200.0,95.0,200.0,95.0,273435.123
7014,0,0,0,0,273435.167
+1,298.0,190.0,197.66318,188.0,273437.823
+1,283.0,190.0,88.44535,197.09364,273438.432
+1,270.0,183.0,130.0,201.0,273439.186
8001,999,0,0,0,0
8002,998,0,0,0,0
+2,139.0,100.0,138.0,268.1517,273447.579
7000,0,0,0,0,273447.617
-1,104.0,173.0,296.0,176.0,273449.738
-1,107.0,168.0,284.0,194.0,273450.275
-1,103.0,185.0,238.45271,187.06906,273450.85
0,219.0,85.0,219.0,85.0,273451.736
7002,0,0,0,0,273451.783
+1,295.0,160.0,111.0,161.0,273455.663
+1,283.0,145.0,63.0,193.0,273456.564
-1,117.0,167.0,325.6212,154.48816,273459.114
-1,108.0,166.0,266.0,159.0,273459.814
+1,293.0,197.0,159.0,118.0,273461.454
8002,999,0,0,0,0
+2,153.0,55.0,134.50447,262.07587,273467.678
7000,0,0,0,0,273467.803
+1,295.0,141.0,138.34167,158.41458,273469.864
+1,296.0,159.0,130.0,192.0,273470.437
+1,246.0,177.0,91.0,195.0,273471.162
+1,302.0,165.0,67.0,183.0,273472.085
+1,237.0,181.0,108.0,172.0,273472.938
+1,268.0,144.0,48.46769,204.66168,273473.89
0,70.0,97.0,70.0,97.0,273474.72
0,138.0,104.0,138.0,104.0,273475.785
7025,0,0,0,0,273475.869
8003,998,0,0,0,0
+1,249.0,166.0,61.20091,221.78407,273483.623
+2,220.0,30.0,218.51091,259.54166,273484.139
7000,0,0,0,0,273484.198
-1,50.0,223.0,262.0,190.0,273488.784
+1,199.0,196.0,102.0,229.0,273489.099
+1,295.0,149.0,154.0,162.0,273489.64
+2,144.0,49.0,175.82552,237.75189,273490.237
+1,254.0,207.0,104.0,186.0,273490.865
-1,96.0,145.0,286.1467,160.65137,273491.013
8003,999,0,0,0,0
8004,998,0,0,0,0
+2,155.0,30.0,154.03363,249.04303,273496.913
0,64.0,83.0,64.0,83.0,273499.57
0,113.0,138.0,113.0,138.0,273500.582
0,127.0,122.0,127.0,122.0,273501.453
7021,0,0,0,0,273501.54
+1,293.0,203.0,213.27925,229.37114,273504.158
+1,278.0,167.0,77.0,206.0,273505.159
+1,268.0,205.0,50.0,215.0,273505.969
+1,292.0,124.0,43.39248,197.77106,273513.077
-1,135.0,143.0,228.54741,152.05298,273513.287
-1,129.0,143.0,284.60144,204.58788,273523.572
-1,129.0,153.0,265.0,202.0,273524.097
-1,142.0,147.0,294.0,194.0,273524.819
-1,108.0,199.0,277.7362,202.18098,273526.003
+1,301.0,168.0,117.0,168.0,273527.789
-1,124.0,148.0,288.0,196.0,273528.295
+1,285.0,182.0,127.0,172.0,273529.055
+1,232.0,192.0,57.078102,171.13728,273529.403
+1,279.0,163.0,120.0,189.0,273529.667
+1,178.0,178.0,136.0,192.0,273529.936
8004,999,0,0,0,0
8005,998,0,0,0,0
+2,136.0,39.0,111.297485,233.66199,273536.183
7000,0,0,0,0,273536.268
-1,102.0,183.0,261.0,190.0,273539.789
-1,145.0,223.0,282.08768,194.40161,273540.563
-1,126.0,194.0,284.92206,180.32545,273541.333
0,105.0,102.0,105.0,102.0,273542.15
7009,0,0,0,0,273542.19
+2,216.0,95.0,219.80148,248.71214,273545.882
7000,0,0,0,0,273545.983
0,268.0,109.0,268.0,109.0,273546.221
0,221.0,98.0,221.0,98.0,273548.19
7010,0,0,0,0,273548.236
+1,256.0,179.0,32.0,187.0,273551.949
+1,273.0,147.0,33.639008,233.33011,273552.773
+1,281.0,185.0,35.30468,228.25694,273553.725
8005,999,0,0,0,0
66666666666666666666
